Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Yemen, Rep.",YEM,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Zambia,ZMB,19.5961045589077
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Zimbabwe,ZWE,..
Start-up procedures to register a business (number),IC.REG.PROC,Afghanistan,AFG,4
Start-up procedures to register a business (number),IC.REG.PROC,Albania,ALB,5
Start-up procedures to register a business (number),IC.REG.PROC,Algeria,DZA,12
Start-up procedures to register a business (number),IC.REG.PROC,American Samoa,ASM,..
Start-up procedures to register a business (number),IC.REG.PROC,Andorra,AND,..
Start-up procedures to register a business (number),IC.REG.PROC,Angola,AGO,8
Start-up procedures to register a business (number),IC.REG.PROC,Antigua and Barbuda,ATG,9
Start-up procedures to register a business (number),IC.REG.PROC,Argentina,ARG,12
Start-up procedures to register a business (number),IC.REG.PROC,Armenia,ARM,3
Start-up procedures to register a business (number),IC.REG.PROC,Aruba,ABW,..
Start-up procedures to register a business (number),IC.REG.PROC,Australia,AUS,3
Start-up procedures to register a business (number),IC.REG.PROC,Austria,AUT,8
Start-up procedures to register a business (number),IC.REG.PROC,Azerbaijan,AZE,3
Start-up procedures to register a business (number),IC.REG.PROC,"Bahamas, The",BHS,7
Start-up procedures to register a business (number),IC.REG.PROC,Bahrain,BHR,6
Start-up procedures to register a business (number),IC.REG.PROC,Bangladesh,BGD,9
Start-up procedures to register a business (number),IC.REG.PROC,Barbados,BRB,7
Start-up procedures to register a business (number),IC.REG.PROC,Belarus,BLR,4
Start-up procedures to register a business (number),IC.REG.PROC,Belgium,BEL,5
Start-up procedures to register a business (number),IC.REG.PROC,Belize,BLZ,9
Start-up procedures to register a business (number),IC.REG.PROC,Benin,BEN,6
Start-up procedures to register a business (number),IC.REG.PROC,Bermuda,BMU,..
Start-up procedures to register a business (number),IC.REG.PROC,Bhutan,BTN,8
Start-up procedures to register a business (number),IC.REG.PROC,Bolivia,BOL,12
Start-up procedures to register a business (number),IC.REG.PROC,Bosnia and Herzegovina,BIH,13
Start-up procedures to register a business (number),IC.REG.PROC,Botswana,BWA,9
Start-up procedures to register a business (number),IC.REG.PROC,Brazil,BRA,11
Start-up procedures to register a business (number),IC.REG.PROC,British Virgin Islands,VGB,..
Start-up procedures to register a business (number),IC.REG.PROC,Brunei Darussalam,BRN,3
Start-up procedures to register a business (number),IC.REG.PROC,Bulgaria,BGR,7
Start-up procedures to register a business (number),IC.REG.PROC,Burkina Faso,BFA,3
Start-up procedures to register a business (number),IC.REG.PROC,Burundi,BDI,4
Start-up procedures to register a business (number),IC.REG.PROC,Cabo Verde,CPV,9
Start-up procedures to register a business (number),IC.REG.PROC,Cambodia,KHM,9
Start-up procedures to register a business (number),IC.REG.PROC,Cameroon,CMR,6
Start-up procedures to register a business (number),IC.REG.PROC,Canada,CAN,2
Start-up procedures to register a business (number),IC.REG.PROC,Cayman Islands,CYM,..
Start-up procedures to register a business (number),IC.REG.PROC,Central African Republic,CAF,10
Start-up procedures to register a business (number),IC.REG.PROC,Chad,TCD,8
Start-up procedures to register a business (number),IC.REG.PROC,Channel Islands,CHI,..
Start-up procedures to register a business (number),IC.REG.PROC,Chile,CHL,6
Start-up procedures to register a business (number),IC.REG.PROC,China,CHN,5
Start-up procedures to register a business (number),IC.REG.PROC,Colombia,COL,7
Start-up procedures to register a business (number),IC.REG.PROC,Comoros,COM,9
Start-up procedures to register a business (number),IC.REG.PROC,"Congo, Dem. Rep.",COD,4
Start-up procedures to register a business (number),IC.REG.PROC,"Congo, Rep.",COG,11
Start-up procedures to register a business (number),IC.REG.PROC,Costa Rica,CRI,10
Start-up procedures to register a business (number),IC.REG.PROC,Cote d'Ivoire,CIV,4
Start-up procedures to register a business (number),IC.REG.PROC,Croatia,HRV,7
Start-up procedures to register a business (number),IC.REG.PROC,Cuba,CUB,..
Start-up procedures to register a business (number),IC.REG.PROC,Curacao,CUW,..
Start-up procedures to register a business (number),IC.REG.PROC,Cyprus,CYP,5
Start-up procedures to register a business (number),IC.REG.PROC,Czechia,CZE,9
Start-up procedures to register a business (number),IC.REG.PROC,Denmark,DNK,5
Start-up procedures to register a business (number),IC.REG.PROC,Djibouti,DJI,6
Start-up procedures to register a business (number),IC.REG.PROC,Dominica,DMA,5
Start-up procedures to register a business (number),IC.REG.PROC,Dominican Republic,DOM,7
Start-up procedures to register a business (number),IC.REG.PROC,Ecuador,ECU,11
Start-up procedures to register a business (number),IC.REG.PROC,"Egypt, Arab Rep.",EGY,5
Start-up procedures to register a business (number),IC.REG.PROC,El Salvador,SLV,9
Start-up procedures to register a business (number),IC.REG.PROC,Equatorial Guinea,GNQ,16
Start-up procedures to register a business (number),IC.REG.PROC,Eritrea,ERI,13
Start-up procedures to register a business (number),IC.REG.PROC,Estonia,EST,3
Start-up procedures to register a business (number),IC.REG.PROC,Ethiopia,ETH,11
Start-up procedures to register a business (number),IC.REG.PROC,Faroe Islands,FRO,..
Start-up procedures to register a business (number),IC.REG.PROC,Fiji,FJI,11
Start-up procedures to register a business (number),IC.REG.PROC,Finland,FIN,3
Start-up procedures to register a business (number),IC.REG.PROC,France,FRA,5
Start-up procedures to register a business (number),IC.REG.PROC,French Polynesia,PYF,..
Start-up procedures to register a business (number),IC.REG.PROC,Gabon,GAB,7
Start-up procedures to register a business (number),IC.REG.PROC,"Gambia, The",GMB,6
Start-up procedures to register a business (number),IC.REG.PROC,Georgia,GEO,1
Start-up procedures to register a business (number),IC.REG.PROC,Germany,DEU,9
Start-up procedures to register a business (number),IC.REG.PROC,Ghana,GHA,8
Start-up procedures to register a business (number),IC.REG.PROC,Gibraltar,GIB,..
Start-up procedures to register a business (number),IC.REG.PROC,Greece,GRC,3
Start-up procedures to register a business (number),IC.REG.PROC,Greenland,GRL,..
Start-up procedures to register a business (number),IC.REG.PROC,Grenada,GRD,6
Start-up procedures to register a business (number),IC.REG.PROC,Guam,GUM,..
Start-up procedures to register a business (number),IC.REG.PROC,Guatemala,GTM,6
Start-up procedures to register a business (number),IC.REG.PROC,Guinea,GIN,6
Start-up procedures to register a business (number),IC.REG.PROC,Guinea-Bissau,GNB,9
Start-up procedures to register a business (number),IC.REG.PROC,Guyana,GUY,7
Start-up procedures to register a business (number),IC.REG.PROC,Haiti,HTI,12
Start-up procedures to register a business (number),IC.REG.PROC,Honduras,HND,11
Start-up procedures to register a business (number),IC.REG.PROC,"Hong Kong SAR, China",HKG,2
Start-up procedures to register a business (number),IC.REG.PROC,Hungary,HUN,6
Start-up procedures to register a business (number),IC.REG.PROC,Iceland,ISL,5
Start-up procedures to register a business (number),IC.REG.PROC,India,IND,10
Start-up procedures to register a business (number),IC.REG.PROC,Indonesia,IDN,11
Start-up procedures to register a business (number),IC.REG.PROC,"Iran, Islamic Rep.",IRN,10
Start-up procedures to register a business (number),IC.REG.PROC,Iraq,IRQ,9
Start-up procedures to register a business (number),IC.REG.PROC,Ireland,IRL,3
Start-up procedures to register a business (number),IC.REG.PROC,Isle of Man,IMN,..
Start-up procedures to register a business (number),IC.REG.PROC,Israel,ISR,3
Start-up procedures to register a business (number),IC.REG.PROC,Italy,ITA,7
Start-up procedures to register a business (number),IC.REG.PROC,Jamaica,JAM,2
Start-up procedures to register a business (number),IC.REG.PROC,Japan,JPN,8
Start-up procedures to register a business (number),IC.REG.PROC,Jordan,JOR,7
Start-up procedures to register a business (number),IC.REG.PROC,Kazakhstan,KAZ,4
Start-up procedures to register a business (number),IC.REG.PROC,Kenya,KEN,7
Start-up procedures to register a business (number),IC.REG.PROC,Kiribati,KIR,7
Start-up procedures to register a business (number),IC.REG.PROC,"Korea, Dem. People's Rep.",PRK,..
Start-up procedures to register a business (number),IC.REG.PROC,"Korea, Rep.",KOR,3
Start-up procedures to register a business (number),IC.REG.PROC,Kosovo,XKX,3
Start-up procedures to register a business (number),IC.REG.PROC,Kuwait,KWT,5
Start-up procedures to register a business (number),IC.REG.PROC,Kyrgyz Republic,KGZ,4
Start-up procedures to register a business (number),IC.REG.PROC,Lao PDR,LAO,9
Start-up procedures to register a business (number),IC.REG.PROC,Latvia,LVA,4
Start-up procedures to register a business (number),IC.REG.PROC,Lebanon,LBN,8
Start-up procedures to register a business (number),IC.REG.PROC,Lesotho,LSO,6
Start-up procedures to register a business (number),IC.REG.PROC,Liberia,LBR,5
Start-up procedures to register a business (number),IC.REG.PROC,Libya,LBY,10
Start-up procedures to register a business (number),IC.REG.PROC,Liechtenstein,LIE,10
Start-up procedures to register a business (number),IC.REG.PROC,Lithuania,LTU,4
Start-up procedures to register a business (number),IC.REG.PROC,Luxembourg,LUX,5
Start-up procedures to register a business (number),IC.REG.PROC,"Macao SAR, China",MAC,..
Start-up procedures to register a business (number),IC.REG.PROC,North Macedonia,MKD,6
Start-up procedures to register a business (number),IC.REG.PROC,Madagascar,MDG,5
Start-up procedures to register a business (number),IC.REG.PROC,Malawi,MWI,7
Start-up procedures to register a business (number),IC.REG.PROC,Malaysia,MYS,8
Start-up procedures to register a business (number),IC.REG.PROC,Maldives,MDV,6
Start-up procedures to register a business (number),IC.REG.PROC,Mali,MLI,5
Start-up procedures to register a business (number),IC.REG.PROC,Malta,MLT,5
Start-up procedures to register a business (number),IC.REG.PROC,Marshall Islands,MHL,5
Start-up procedures to register a business (number),IC.REG.PROC,Mauritania,MRT,4
Start-up procedures to register a business (number),IC.REG.PROC,Mauritius,MUS,4
Start-up procedures to register a business (number),IC.REG.PROC,Mexico,MEX,8
Start-up procedures to register a business (number),IC.REG.PROC,"Micronesia, Fed. Sts.",FSM,7
Start-up procedures to register a business (number),IC.REG.PROC,Moldova,MDA,3
Start-up procedures to register a business (number),IC.REG.PROC,Monaco,MCO,..
Start-up procedures to register a business (number),IC.REG.PROC,Mongolia,MNG,8
Start-up procedures to register a business (number),IC.REG.PROC,Montenegro,MNE,8
Start-up procedures to register a business (number),IC.REG.PROC,Morocco,MAR,4
Start-up procedures to register a business (number),IC.REG.PROC,Mozambique,MOZ,10
Start-up procedures to register a business (number),IC.REG.PROC,Myanmar,MMR,6
Start-up procedures to register a business (number),IC.REG.PROC,Namibia,NAM,10
Start-up procedures to register a business (number),IC.REG.PROC,Nauru,NRU,..
Start-up procedures to register a business (number),IC.REG.PROC,Nepal,NPL,8
Start-up procedures to register a business (number),IC.REG.PROC,Netherlands,NLD,4
Start-up procedures to register a business (number),IC.REG.PROC,New Caledonia,NCL,..
Start-up procedures to register a business (number),IC.REG.PROC,New Zealand,NZL,1
Start-up procedures to register a business (number),IC.REG.PROC,Nicaragua,NIC,7
Start-up procedures to register a business (number),IC.REG.PROC,Niger,NER,4
Start-up procedures to register a business (number),IC.REG.PROC,Nigeria,NGA,7
Start-up procedures to register a business (number),IC.REG.PROC,Northern Mariana Islands,MNP,..
Start-up procedures to register a business (number),IC.REG.PROC,Norway,NOR,4
Start-up procedures to register a business (number),IC.REG.PROC,Oman,OMN,4
Start-up procedures to register a business (number),IC.REG.PROC,Pakistan,PAK,5
Start-up procedures to register a business (number),IC.REG.PROC,Palau,PLW,8
Start-up procedures to register a business (number),IC.REG.PROC,Panama,PAN,5
Start-up procedures to register a business (number),IC.REG.PROC,Papua New Guinea,PNG,6
Start-up procedures to register a business (number),IC.REG.PROC,Paraguay,PRY,7
Start-up procedures to register a business (number),IC.REG.PROC,Peru,PER,8
Start-up procedures to register a business (number),IC.REG.PROC,Philippines,PHL,13
Start-up procedures to register a business (number),IC.REG.PROC,Poland,POL,5
Start-up procedures to register a business (number),IC.REG.PROC,Portugal,PRT,6
Start-up procedures to register a business (number),IC.REG.PROC,Puerto Rico,PRI,6
Start-up procedures to register a business (number),IC.REG.PROC,Qatar,QAT,8
Start-up procedures to register a business (number),IC.REG.PROC,Romania,ROU,6
Start-up procedures to register a business (number),IC.REG.PROC,Russian Federation,RUS,4
Start-up procedures to register a business (number),IC.REG.PROC,Rwanda,RWA,5
Start-up procedures to register a business (number),IC.REG.PROC,Samoa,WSM,4
Start-up procedures to register a business (number),IC.REG.PROC,San Marino,SMR,7
Start-up procedures to register a business (number),IC.REG.PROC,Sao Tome and Principe,STP,6
Start-up procedures to register a business (number),IC.REG.PROC,Saudi Arabia,SAU,3
Start-up procedures to register a business (number),IC.REG.PROC,Senegal,SEN,4
Start-up procedures to register a business (number),IC.REG.PROC,Serbia,SRB,7
Start-up procedures to register a business (number),IC.REG.PROC,Seychelles,SYC,9
Start-up procedures to register a business (number),IC.REG.PROC,Sierra Leone,SLE,5
Start-up procedures to register a business (number),IC.REG.PROC,Singapore,SGP,2
Start-up procedures to register a business (number),IC.REG.PROC,Sint Maarten (Dutch part),SXM,..
Start-up procedures to register a business (number),IC.REG.PROC,Slovak Republic,SVK,7
Start-up procedures to register a business (number),IC.REG.PROC,Slovenia,SVN,3
Start-up procedures to register a business (number),IC.REG.PROC,Solomon Islands,SLB,7
Start-up procedures to register a business (number),IC.REG.PROC,Somalia,SOM,9
Start-up procedures to register a business (number),IC.REG.PROC,South Africa,ZAF,7
Start-up procedures to register a business (number),IC.REG.PROC,South Sudan,SSD,12
Start-up procedures to register a business (number),IC.REG.PROC,Spain,ESP,7
Start-up procedures to register a business (number),IC.REG.PROC,Sri Lanka,LKA,7
Start-up procedures to register a business (number),IC.REG.PROC,St. Kitts and Nevis,KNA,7
Start-up procedures to register a business (number),IC.REG.PROC,St. Lucia,LCA,5
Start-up procedures to register a business (number),IC.REG.PROC,St. Martin (French part),MAF,..
Start-up procedures to register a business (number),IC.REG.PROC,St. Vincent and the Grenadines,VCT,7
Start-up procedures to register a business (number),IC.REG.PROC,Sudan,SDN,10
Start-up procedures to register a business (number),IC.REG.PROC,Suriname,SUR,8
Start-up procedures to register a business (number),IC.REG.PROC,Eswatini,SWZ,12
Start-up procedures to register a business (number),IC.REG.PROC,Sweden,SWE,4
Start-up procedures to register a business (number),IC.REG.PROC,Switzerland,CHE,6
Start-up procedures to register a business (number),IC.REG.PROC,Syrian Arab Republic,SYR,8
Start-up procedures to register a business (number),IC.REG.PROC,Tajikistan,TJK,3
Start-up procedures to register a business (number),IC.REG.PROC,Tanzania,TZA,10
Start-up procedures to register a business (number),IC.REG.PROC,Thailand,THA,5
Start-up procedures to register a business (number),IC.REG.PROC,Timor-Leste,TLS,6
Start-up procedures to register a business (number),IC.REG.PROC,Togo,TGO,3
Start-up procedures to register a business (number),IC.REG.PROC,Tonga,TON,4
Start-up procedures to register a business (number),IC.REG.PROC,Trinidad and Tobago,TTO,7
Start-up procedures to register a business (number),IC.REG.PROC,Tunisia,TUN,3
Start-up procedures to register a business (number),IC.REG.PROC,Turkiye,TUR,7
Start-up procedures to register a business (number),IC.REG.PROC,Turkmenistan,TKM,..
Start-up procedures to register a business (number),IC.REG.PROC,Turks and Caicos Islands,TCA,..
Start-up procedures to register a business (number),IC.REG.PROC,Tuvalu,TUV,..
Start-up procedures to register a business (number),IC.REG.PROC,Uganda,UGA,13
Start-up procedures to register a business (number),IC.REG.PROC,Ukraine,UKR,6
Start-up procedures to register a business (number),IC.REG.PROC,United Arab Emirates,ARE,2
Start-up procedures to register a business (number),IC.REG.PROC,United Kingdom,GBR,4
Start-up procedures to register a business (number),IC.REG.PROC,United States,USA,6
Start-up procedures to register a business (number),IC.REG.PROC,Uruguay,URY,5
Start-up procedures to register a business (number),IC.REG.PROC,Uzbekistan,UZB,3
Start-up procedures to register a business (number),IC.REG.PROC,Vanuatu,VUT,7
Start-up procedures to register a business (number),IC.REG.PROC,"Venezuela, RB",VEN,20
Start-up procedures to register a business (number),IC.REG.PROC,Viet Nam,VNM,8
Start-up procedures to register a business (number),IC.REG.PROC,Virgin Islands (U.S.),VIR,..
Start-up procedures to register a business (number),IC.REG.PROC,West Bank and Gaza,PSE,11
Start-up procedures to register a business (number),IC.REG.PROC,"Yemen, Rep.",YEM,6
Start-up procedures to register a business (number),IC.REG.PROC,Zambia,ZMB,7
Start-up procedures to register a business (number),IC.REG.PROC,Zimbabwe,ZWE,9
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Afghanistan,AFG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Albania,ALB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Algeria,DZA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,American Samoa,ASM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Andorra,AND,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Angola,AGO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Antigua and Barbuda,ATG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Argentina,ARG,8.79801846162857
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Armenia,ARM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Aruba,ABW,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Australia,AUS,106.850933998391
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Austria,AUT,29.9351958823264
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Azerbaijan,AZE,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Bahamas, The",BHS,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bahrain,BHR,69.5471471318735
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bangladesh,BGD,18.3398257428043
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Barbados,BRB,63.8211954735409
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Belarus,BLR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Belgium,BEL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Belize,BLZ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Benin,BEN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bermuda,BMU,39.9449583179822
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bhutan,BTN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bolivia,BOL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bosnia and Herzegovina,BIH,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Botswana,BWA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Brazil,BRA,63.383825082919
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,British Virgin Islands,VGB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Brunei Darussalam,BRN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bulgaria,BGR,23.2181276220444
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Burkina Faso,BFA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Burundi,BDI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cabo Verde,CPV,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cambodia,KHM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cameroon,CMR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Canada,CAN,138.15815488345
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cayman Islands,CYM,6.37927627396308
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Central African Republic,CAF,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Chad,TCD,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Channel Islands,CHI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Chile,CHL,73.1764979795755
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,China,CHN,59.632515215274
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Colombia,COL,40.8753318962488
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Comoros,COM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Congo, Dem. Rep.",COD,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Congo, Rep.",COG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Costa Rica,CRI,3.44214558034957
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cote d'Ivoire,CIV,13.5230977884247
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Croatia,HRV,36.6191557527856
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cuba,CUB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Curacao,CUW,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cyprus,CYP,16.5150815996549
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Czechia,CZE,10.4190416274857
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Denmark,DNK,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Djibouti,DJI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Dominica,DMA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Dominican Republic,DOM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Ecuador,ECU,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Egypt, Arab Rep.",EGY,13.8697170478913
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,El Salvador,SLV,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Equatorial Guinea,GNQ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Eritrea,ERI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Estonia,EST,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Ethiopia,ETH,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Faroe Islands,FRO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Fiji,FJI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Finland,FIN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,France,FRA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,French Polynesia,PYF,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Gabon,GAB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Gambia, The",GMB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Georgia,GEO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Germany,DEU,53.9622416653754
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Ghana,GHA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Gibraltar,GIB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Greece,GRC,26.139900762028
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Greenland,GRL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Grenada,GRD,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guam,GUM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guatemala,GTM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guinea,GIN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guinea-Bissau,GNB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guyana,GUY,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Haiti,HTI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Honduras,HND,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Hong Kong SAR, China",HKG,1349.37423680139
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Hungary,HUN,20.0502607622863
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Iceland,ISL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,India,IND,80.6502834099239
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Indonesia,IDN,46.7627486501088
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Iran, Islamic Rep.",IRN,113.051894799906
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Iraq,IRQ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Ireland,IRL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Isle of Man,IMN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Israel,ISR,58.9785218960465
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Italy,ITA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Jamaica,JAM,99.6000422798481
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Japan,JPN,120.96679808146
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Jordan,JOR,47.2695936686233
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kazakhstan,KAZ,24.7553568850266
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kenya,KEN,24.9670357923264
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kiribati,KIR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Korea, Dem. People's Rep.",PRK,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Korea, Rep.",KOR,89.9127831414539
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kosovo,XKX,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kuwait,KWT,86.7467432884013
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kyrgyz Republic,KGZ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Lao PDR,LAO,..
